ID,commentText
15575,"I'm so excited that you're coming to Columbus! If you're looking for a great place to eat, check out Melt in the Short North or Dirty Frank's Hotdog Palace downtown! We have great places here in cbus! :)"
15576,8:05 I believe the word is satiated
15577,Dope intro dudes
15578,I'd say the adjective for Twinkie is Twinkish
15579,Spider bag is a bag of horror
15580,If you squeeze anything hard enough you get some milk out of it.
15581,"Omg nooo when they said spiders I about dipped out... . 
P.s. shout out to the folks in Tulsa!!!  Im from OKC "
15582,that intro hd me SHOOK! Can't wait for season 15!!
15583,What happened to the intro??
15584,WELCOME TO WALL-E!
15585,YESSS Lovin the new intro!!!!!!
15586,"Nourish is the word you're looking for, Rhett."
15587,GOOOOOOOD MYTHICAL.MORNING
15588,St. Louis!!!!  Ahhhhhh!!!!!
15589,"First episode of the season and we already got a great quote to start off the year,
""Year of the Twink!"""
15590,This is a video with do different kinds of people the morning drinker and on the right side the water drinker(look at the way the hold their cups
15591,best milk is mom's milk
15592,The year of the twink
15593,Loving the grey hair streak
15594,Only ogs will remember the og intro
15595,You don't need to eat chicken. You just need to drink chicken milk! Proof that Rhett is an alien.
15596,"In Taiwan they have flavored milk.  Orange, grape, papaya, etc.  But no regular milk (unless it's powdered).  I don't like milk, but they actually made me miss gold ol' regular milk.  Borden, I love you."
15597,Woooaaahhhh
15598,Fried chicken milk equals fricken milk
15599,watch 4:05 to 4:20 with your eyes closed
15600,Satiated?
15601,"damn, the old intro was my favorite one yet.. still is"
15602,Definitely needed this today. Gonna be a long day at work. Thanks for the upload!
15603,so that's how the people from WALL-E ate
15604,Happy new year
15605,"yesterday i was like ""i can't wait to wake up to Good Mythical Morning again tomorrow."" : ]
thanks for making my mornings just a bit better guys."
15606,Year of the twink... is Rhet aware that a twink can refer to a skinny young looking gay man? Year of the twink indeed
15607,Rhett and link drink that twink
15608,12:00 that's my worst nightmare
15609,"2019 is the year of the twink
i knew my time would come eventually"
15610,You guys should post a 2018 bloopers or cut out scenes !
15611,"""What happens when you throw it on the fire? Does it flare up or go out""
These are the questions we need answers to. Will it fire?"
15612,Who else has done something like this
15613,Season 15 ?! Holy cow
15614,Wood milk milk..... wood it
15615,"Of all the things eaten on this show, this is the one that made me nauseous"
15616,Season 15!
15617,Love that intro.
15618,shoulda called it will it juice
15619,damb didn't expect a new intro so quick
15620,"Instead of cider, they drank spider!"
15621,"Link final glass of milk was left out so long, it got spiders in it"
15622,I'm sitting outside of my work and I don't want to go in I'm so depressed I hate my job.... What should I do?
15623,Gross
15624,"Really should've done ""Cow Milk"" where you grind up beef and maybe some other cow parts and milk that crap"
15625,I'VE BEEN WAITING FOR THIS AND YAAASS I'M HERE FOR IT
15626,Wow. Love the new opening guys
15627,It just so happens that Im up at 3 able to see the new episode early
15628,Nice intro
15629,Dude my arachnophobia just hit me badly. XD I was cringing so bad
15630,"You know I always love milking Cheetos. 
Btw the new intro is nice"
15631,Hope you guys had a great Christmas and New Year.  Glad youre back!
15632,And the duo is back again... wooohooo
15633,Nice
15634,love the new intro
15635,Who remembers the good episodes of season 7?
15636,do you mean... fed?
15637,Will it: Stir fry
15638,Omg i love the logo and intro!!!
15639,Wouldnt this be will it tea?
15640,Nice new intro!
15641,Its saturated
15642,"Good morning, this show is definitely part of my morning routine. I love you guys!!!"
15643,Not sure about the new intro
15644,"I think ""nourished"" is the word Rhett was looking for."
15645,I kind of like the last new intro better
15646,Finally. Xxxxxxx
15647,Holy new intro
15648,I like the new intro. Its fresh.
15649,"The new mug looks like the perfect camping mug! Reminds me of the popular blue camping wear design from the 90s!!
Perfect for the wood milk "
15650,"Aw man those tarantulas have very fine hairs they shoot out all over their bodies that are VERY IRRITATING on human skin, couldn't imagine them in my throat"
15651,"I offer an idea.
Will it deep fry?
Deep fry different bad things to see which taste better/palatable fried"
15652,"One hour later 
I was able to make it within the first 100k views 
Heck yeah 
GMM indeed"
15653,Link looks so happy
15654,YAAAAAY IM HYPED
15655,i new intro guys keep up good work #gmm
15656,Wooooah cool opening!!
15657,THAT INTRO THOUGHI love It!GOOD MYTHICAL SEASON 15!!!!!!!
15658,Will it Milk Part: 2 April 13th 2019
15659,"whoever wrote this episode, please have mercy on them the next time..."
15660,Happy New Year folks
15661,Do another ranked episode where you rank your favourite will it foods
15662,New intro!!?!!!!
15663,that's soo  gross I was eating cereal and that made me gag
15664,"There are a lot of Gag-tastic episodes ... but watching them milk random items, was tha hardest for me to get thru. Well done! Haha. Much Love Beasts"
15665,Im LOVIN the new intro!!!!!!
15666,Ive missed you guys!!!
15667,Why didnt they do cereal milk?
15668,"Milk hard, the twinky cox story"
15669,"The year of the twink 
 
        Oh lord "
15670,I was eating while watching this and once they got to the spider milk I couldn't eat my breakfast anymore..... thanks Rhett and link I was really hungery
15671,"I'm slightly disappointed that they didn't call it ""cedar cider"""
15672,"Good to see that the new season is still the Mythical Chef Josh Show.  And by good to see, I mean the exact opposite."
15673,Why did I click on this
15674,"You don't need to eat chicke, YOU JUST NEED TO DRINK CHICKEN MILK!!!"
15675,thats a cool intro GMM
15676,Loveeee those camping vintage looking mugs lol I dont know the proper term for them but i love em!
15677,"Okay so... as I'm watching this I thought to myself: ""I hope there won't be spider milk cause that would be very disgusting."" As soon as I thought, there it was Rhett and Link tasting spider milk.. I have arachnophobia real bad, I'm highly terrified of spiders, especially tarantulas  so seeing that I felt completely disgusted, disturbed and got the heebiejeebies. Anyway, hope you guys have a great 2019"
15678,Spider milk!! First gross moment of 2019!
15679,Was it a good break?
15680,You guys should have been blindfolded and guess then decided if it would milk... Maybe next time.
15681,"Welcome back! I missed you guys
but.... I dont like the new intro music"
15682,Why is this the only video i felt like I'm with you tasting it
15683,I like the intro but since Ive been a fan since  season 3 its kinda hard to adjust to the song
15684,"Happy New Year, guys!"
15685,I swear with every video i watch theres always a new intro video
15686,I missed my daily dose of Mythical Morning over Christmas! Welcome back!
15687,Come on guys. We want to see you here in Germany too
15688,Welcome back....... Love from Saudi Arabia
15689,i bet the entire episode was made so they could sneak in the wood milking references
15690,Welcome back daddies
15691,BE A MOOSE
15692,Link kept on sipping the wood milk while complaining about it XD
15693,YESS HERE WE GOOOOOOO
15694,YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG YOLO SWAG
15695,love the intro
15696,At 10:13 look how synchronized they raised their arms up together
15697,Woo saint Louis finally
15698,"Everyone change the speed to 1.25x for the intro, I think it sounds way better sped up a bit!"
15699,The year of the twink
15700,Wood you like a log?
15701,Um WHERE IS SKITTLE MILK????? Like if you remember
15702,why do u say ur in luck when im not cus im livin in sweden ):
15703,The spider milk could be called Nope milk. It makes me want to hang myself
15704,Woah
15705,"Well, y'know there's one called Soylent"
15706,what in the heckles is this intro song? hahahah
15707,love the new intro :D
15708,How do you know how wood taste like Rhett?
15709,I just want to point out the fact they did will it milk before will it juice
15710,Can you Milk Cinnamon?
15711,Cant lie this is the first time Ive seen some one drink spider.
15712,Love the new intro!
15713,WOO HOO!!! WELCOME BACK!
15714,Like the new intro!!
15715,Will It Casserole?
15716,I passionately dislike the intro but love the mug
15717,"Scrolling through the comments to see how many people brought up Rhett's ""sucked nuts"" blooper from the nut milk GMMore episode"
